series_id,period_end,fiscal_year,fiscal_quarter,value,units,source_type,source,notes
de_guidance_fy_segment_operating_margin_cf_mid,2022-10-30,2022,Q1,14,percent,filing,slides/2022-02-18__de-us-20220218-slide__46449.md,"guidance_issued=2022-02-18; guidance_vintage=FY2022 Q1 earnings release; vintage_seq=1; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2022-10-30,2022,Q2,16,percent,filing,slides/2022-05-20__de-us-20220520-slide__46463.md,"guidance_issued=2022-05-20; guidance_vintage=FY2022 Q2 earnings release; vintage_seq=2; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2022-10-30,2022,Q3,16,percent,filing,slides/2022-08-19__de-us-20220819-slide__46460.md,"guidance_issued=2022-08-19; guidance_vintage=FY2022 Q3 earnings release; vintage_seq=3; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2023-10-29,2023,Q4,16,percent,filing,slides/2022-11-23__de-us-20221123-slide__46423.md,"guidance_issued=2022-11-23; guidance_vintage=FY2022 Q4 earnings release; vintage_seq=0; guides FY2023 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2023 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2023-10-29,2023,Q1,17.5,percent,filing,slides/2023-02-17__de-us-20230217-slide__46447.md,"guidance_issued=2023-02-17; guidance_vintage=FY2023 Q1 earnings release; vintage_seq=1; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2023-10-29,2023,Q2,18.5,percent,filing,slides/2023-05-19__de-us-20230519-slide__46428.md,"guidance_issued=2023-05-19; guidance_vintage=FY2023 Q2 earnings release; vintage_seq=2; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2023-10-29,2023,Q3,19,percent,filing,slides/2023-08-18__de-us-20230818-slide__46427.md,"guidance_issued=2023-08-18; guidance_vintage=FY2023 Q3 earnings release; vintage_seq=3; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2024-10-27,2024,Q4,17.5,percent,filing,slides/2023-11-22__de-us-20231122-slide__46466.md,"guidance_issued=2023-11-22; guidance_vintage=FY2023 Q4 earnings release; vintage_seq=0; guides FY2024 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2024 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2024-10-27,2024,Q1,17.5,percent,filing,slides/2024-02-15__de-us-20240215-slide__46430.md,"guidance_issued=2024-02-15; guidance_vintage=FY2024 Q1 earnings release; vintage_seq=1; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2024-10-27,2024,Q2,17,percent,filing,slides/2024-05-16__de-us-20240516-slide__46443.md,"guidance_issued=2024-05-16; guidance_vintage=FY2024 Q2 earnings release; vintage_seq=2; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2024-10-27,2024,Q3,15,percent,filing,slides/2024-08-15__de-us-20240815-slide__46457.md,"guidance_issued=2024-08-15; guidance_vintage=FY2024 Q3 earnings release; vintage_seq=3; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2025-11-02,2025,Q4,12,percent,filing,slides/2024-11-21__de-us-20241121-slide__46477.md,"guidance_issued=2024-11-21; guidance_vintage=FY2024 Q4 earnings release; vintage_seq=0; guides FY2025 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2025 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2025-11-02,2025,Q1,12,percent,filing,slides/2025-02-13__de-us-20250213-slide__46456.md,"guidance_issued=2025-02-13; guidance_vintage=FY2025 Q1 earnings release; vintage_seq=1; guides FY2025 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2025-11-02,2025,Q2,10,percent,filing,slides/2025-05-15__de-us-20250515-slide__46462.md,"guidance_issued=2025-05-15; guidance_vintage=FY2025 Q2 earnings release; vintage_seq=2; guides FY2025 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2025-11-02,2025,Q3,9.25,percent,filing,slides/2025-08-15__de-us-20250815-slide__143404.md,"guidance_issued=2025-08-15; guidance_vintage=FY2025 Q3 earnings release; vintage_seq=3; guides FY2025 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2026-11-01,2026,Q4,9,percent,filing,slides/2025-11-26__de-us-20251126-slide__361243.md,"guidance_issued=2025-11-26; guidance_vintage=FY2025 Q4 earnings release; vintage_seq=0; guides FY2026 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2026 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2026-11-01,2026,Q1,10,percent,filing,slides/2026-02-19__de-us-20260219-slide__603088.md,"guidance_issued=2026-02-19; guidance_vintage=FY2026 Q1 earnings release; vintage_seq=1; guides FY2026 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_cf_mid,2026-11-01,2026,Q2,11,percent,filing,slides/2026-05-21__de-us-20260521-slide__1042212.md,"guidance_issued=2026-05-21; guidance_vintage=FY2026 Q2 earnings release; vintage_seq=2; guides FY2026 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck; mid = midpoint"
de_guidance_fy_segment_operating_margin_ppa_high,2021-10-31,2021,Q1,20.5,percent,filing,slides/2021-02-19__de-us-20210219-slide__46421.md,"guidance_issued=2021-02-19; guidance_vintage=FY2021 Q1 earnings release; vintage_seq=1; guides FY2021 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2021-10-31,2021,Q2,21,percent,filing,slides/2021-05-21__de-us-20210521-slide__46479.md,"guidance_issued=2021-05-21; guidance_vintage=FY2021 Q2 earnings release; vintage_seq=2; guides FY2021 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2021-10-31,2021,Q3,21,percent,filing,slides/2021-08-20__de-us-20210820-slide__46481.md,"guidance_issued=2021-08-20; guidance_vintage=FY2021 Q3 earnings release; vintage_seq=3; guides FY2021 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2022-10-30,2022,Q4,21,percent,filing,slides/2021-11-24__de-us-20211124-slide__46437.md,"guidance_issued=2021-11-24; guidance_vintage=FY2021 Q4 earnings release; vintage_seq=0; guides FY2022 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2022 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2022-10-30,2022,Q1,22,percent,filing,slides/2022-02-18__de-us-20220218-slide__46449.md,"guidance_issued=2022-02-18; guidance_vintage=FY2022 Q1 earnings release; vintage_seq=1; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2022-10-30,2022,Q2,22,percent,filing,slides/2022-05-20__de-us-20220520-slide__46463.md,"guidance_issued=2022-05-20; guidance_vintage=FY2022 Q2 earnings release; vintage_seq=2; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2022-10-30,2022,Q3,21,percent,filing,slides/2022-08-19__de-us-20220819-slide__46460.md,"guidance_issued=2022-08-19; guidance_vintage=FY2022 Q3 earnings release; vintage_seq=3; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2023-10-29,2023,Q4,23,percent,filing,slides/2022-11-23__de-us-20221123-slide__46423.md,"guidance_issued=2022-11-23; guidance_vintage=FY2022 Q4 earnings release; vintage_seq=0; guides FY2023 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2023 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2023-10-29,2023,Q1,24.5,percent,filing,slides/2023-02-17__de-us-20230217-slide__46447.md,"guidance_issued=2023-02-17; guidance_vintage=FY2023 Q1 earnings release; vintage_seq=1; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2023-10-29,2023,Q2,26,percent,filing,slides/2023-05-19__de-us-20230519-slide__46428.md,"guidance_issued=2023-05-19; guidance_vintage=FY2023 Q2 earnings release; vintage_seq=2; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2023-10-29,2023,Q3,26,percent,filing,slides/2023-08-18__de-us-20230818-slide__46427.md,"guidance_issued=2023-08-18; guidance_vintage=FY2023 Q3 earnings release; vintage_seq=3; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2024-10-27,2024,Q4,24,percent,filing,slides/2023-11-22__de-us-20231122-slide__46466.md,"guidance_issued=2023-11-22; guidance_vintage=FY2023 Q4 earnings release; vintage_seq=0; guides FY2024 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2024 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2024-10-27,2024,Q1,22.5,percent,filing,slides/2024-02-15__de-us-20240215-slide__46430.md,"guidance_issued=2024-02-15; guidance_vintage=FY2024 Q1 earnings release; vintage_seq=1; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2024-10-27,2024,Q2,21.5,percent,filing,slides/2024-05-16__de-us-20240516-slide__46443.md,"guidance_issued=2024-05-16; guidance_vintage=FY2024 Q2 earnings release; vintage_seq=2; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2024-10-27,2024,Q3,21.5,percent,filing,slides/2024-08-15__de-us-20240815-slide__46457.md,"guidance_issued=2024-08-15; guidance_vintage=FY2024 Q3 earnings release; vintage_seq=3; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2025-11-02,2025,Q4,18,percent,filing,slides/2024-11-21__de-us-20241121-slide__46477.md,"guidance_issued=2024-11-21; guidance_vintage=FY2024 Q4 earnings release; vintage_seq=0; guides FY2025 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2025 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2025-11-02,2025,Q1,17,percent,filing,slides/2025-02-13__de-us-20250213-slide__46456.md,"guidance_issued=2025-02-13; guidance_vintage=FY2025 Q1 earnings release; vintage_seq=1; guides FY2025 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2025-11-02,2025,Q2,17,percent,filing,slides/2025-05-15__de-us-20250515-slide__46462.md,"guidance_issued=2025-05-15; guidance_vintage=FY2025 Q2 earnings release; vintage_seq=2; guides FY2025 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2025-11-02,2025,Q3,17,percent,filing,slides/2025-08-15__de-us-20250815-slide__143404.md,"guidance_issued=2025-08-15; guidance_vintage=FY2025 Q3 earnings release; vintage_seq=3; guides FY2025 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2026-11-01,2026,Q4,13,percent,filing,slides/2025-11-26__de-us-20251126-slide__361243.md,"guidance_issued=2025-11-26; guidance_vintage=FY2025 Q4 earnings release; vintage_seq=0; guides FY2026 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2026 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2026-11-01,2026,Q1,13,percent,filing,slides/2026-02-19__de-us-20260219-slide__603088.md,"guidance_issued=2026-02-19; guidance_vintage=FY2026 Q1 earnings release; vintage_seq=1; guides FY2026 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_high,2026-11-01,2026,Q2,13,percent,filing,slides/2026-05-21__de-us-20260521-slide__1042212.md,"guidance_issued=2026-05-21; guidance_vintage=FY2026 Q2 earnings release; vintage_seq=2; guides FY2026 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2021-10-31,2021,Q1,19.5,percent,filing,slides/2021-02-19__de-us-20210219-slide__46421.md,"guidance_issued=2021-02-19; guidance_vintage=FY2021 Q1 earnings release; vintage_seq=1; guides FY2021 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2021-10-31,2021,Q2,20,percent,filing,slides/2021-05-21__de-us-20210521-slide__46479.md,"guidance_issued=2021-05-21; guidance_vintage=FY2021 Q2 earnings release; vintage_seq=2; guides FY2021 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2021-10-31,2021,Q3,20,percent,filing,slides/2021-08-20__de-us-20210820-slide__46481.md,"guidance_issued=2021-08-20; guidance_vintage=FY2021 Q3 earnings release; vintage_seq=3; guides FY2021 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2022-10-30,2022,Q4,20,percent,filing,slides/2021-11-24__de-us-20211124-slide__46437.md,"guidance_issued=2021-11-24; guidance_vintage=FY2021 Q4 earnings release; vintage_seq=0; guides FY2022 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2022 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2022-10-30,2022,Q1,21,percent,filing,slides/2022-02-18__de-us-20220218-slide__46449.md,"guidance_issued=2022-02-18; guidance_vintage=FY2022 Q1 earnings release; vintage_seq=1; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2022-10-30,2022,Q2,21,percent,filing,slides/2022-05-20__de-us-20220520-slide__46463.md,"guidance_issued=2022-05-20; guidance_vintage=FY2022 Q2 earnings release; vintage_seq=2; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2022-10-30,2022,Q3,20,percent,filing,slides/2022-08-19__de-us-20220819-slide__46460.md,"guidance_issued=2022-08-19; guidance_vintage=FY2022 Q3 earnings release; vintage_seq=3; guides FY2022 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2023-10-29,2023,Q4,22,percent,filing,slides/2022-11-23__de-us-20221123-slide__46423.md,"guidance_issued=2022-11-23; guidance_vintage=FY2022 Q4 earnings release; vintage_seq=0; guides FY2023 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2023 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2023-10-29,2023,Q1,23.5,percent,filing,slides/2023-02-17__de-us-20230217-slide__46447.md,"guidance_issued=2023-02-17; guidance_vintage=FY2023 Q1 earnings release; vintage_seq=1; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2023-10-29,2023,Q2,25,percent,filing,slides/2023-05-19__de-us-20230519-slide__46428.md,"guidance_issued=2023-05-19; guidance_vintage=FY2023 Q2 earnings release; vintage_seq=2; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2023-10-29,2023,Q3,25,percent,filing,slides/2023-08-18__de-us-20230818-slide__46427.md,"guidance_issued=2023-08-18; guidance_vintage=FY2023 Q3 earnings release; vintage_seq=3; guides FY2023 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2024-10-27,2024,Q4,23,percent,filing,slides/2023-11-22__de-us-20231122-slide__46466.md,"guidance_issued=2023-11-22; guidance_vintage=FY2023 Q4 earnings release; vintage_seq=0; guides FY2024 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2024 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2024-10-27,2024,Q1,21.5,percent,filing,slides/2024-02-15__de-us-20240215-slide__46430.md,"guidance_issued=2024-02-15; guidance_vintage=FY2024 Q1 earnings release; vintage_seq=1; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2024-10-27,2024,Q2,20.5,percent,filing,slides/2024-05-16__de-us-20240516-slide__46443.md,"guidance_issued=2024-05-16; guidance_vintage=FY2024 Q2 earnings release; vintage_seq=2; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2024-10-27,2024,Q3,20.5,percent,filing,slides/2024-08-15__de-us-20240815-slide__46457.md,"guidance_issued=2024-08-15; guidance_vintage=FY2024 Q3 earnings release; vintage_seq=3; guides FY2024 (period_end column); the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
de_guidance_fy_segment_operating_margin_ppa_low,2025-11-02,2025,Q4,17,percent,filing,slides/2024-11-21__de-us-20241121-slide__46477.md,"guidance_issued=2024-11-21; guidance_vintage=FY2024 Q4 earnings release; vintage_seq=0; guides FY2025 (period_end column); INITIAL guidance for the year -- issued with the PRIOR fiscal year's Q4/full-year results, i.e. before FY2025 began; the fiscal_quarter column on guidance rows is the VINTAGE quarter (which release the guidance came from), NOT a quarter of the guided period; segment_basis=modern-PPA; as_reported_or_restated=as-reported; segment operating-margin outlook, from the earnings-call slide deck"
