series_id,period_end,fiscal_year,fiscal_quarter,segment,geography,product_line,value,units,basis,source,notes
de_fx_rate_yoy_pct_inr,2026-05-03,2026,q2,,,,-6.508,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXINUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_inr,2026-08-02,2026,q3,,,,-10.290,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXINUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_jpy,2026-02-01,2026,q1,,,,-0.885,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXJPUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_jpy,2026-05-03,2026,q2,,,,-5.669,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXJPUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_jpy,2026-08-02,2026,q3,,,,-9.565,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXJPUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_krw,2026-02-01,2026,q1,,,,-2.408,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXKOUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_krw,2026-05-03,2026,q2,,,,-1.824,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXKOUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_krw,2026-08-02,2026,q3,,,,-8.055,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXKOUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_mxn,2026-02-01,2026,q1,,,,12.836,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXMXUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_mxn,2026-05-03,2026,q2,,,,15.989,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXMXUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_mxn,2026-08-02,2026,q3,,,,9.801,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXMXUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_sek,2026-02-01,2026,q1,,,,18.147,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXSDUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_sek,2026-05-03,2026,q2,,,,11.700,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXSDUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_sek,2026-08-02,2026,q3,,,,1.017,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXSDUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_zar,2026-02-01,2026,q1,,,,8.782,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXSFUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_zar,2026-05-03,2026,q2,,,,12.836,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXSFUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
de_fx_rate_yoy_pct_zar,2026-08-02,2026,q3,,,,9.019,pct_change_usd_per_fx_vs_year_ago_quarter,,"FRED DEXSFUS daily, averaged over the Deere fiscal-quarter window",positive = foreign currency stronger vs USD = translation tailwind to Deere revenue
